,white_username,black_username,white_result,black_result
666,OLECRAM2508,001bishop,win,resigned
667,001bishop,BlackoutXII,resigned,win
668,001bishop,killerhorsie,resigned,win
669,001bishop,mishakipa,resigned,win
670,001bishop,OLECRAM2508,resigned,win
671,duykhiem,001bishop,win,resigned
672,jdroxx,001bishop,win,resigned
673,001bishop,JuniorPuzzle,agreed,agreed
674,JuniorPuzzle,001bishop,agreed,agreed
675,BalancedDiet,001riv,checkmated,win
676,003ibo,punithhm,insufficient,insufficient
677,003ibo,wolvesman123,win,resigned
678,kykev,003ibo,abandoned,win
679,Beko305,003ibo,win,resigned
680,abde2017,003ibo,win,resigned
681,003ibo,fungaichess,threecheck,win
682,fungaichess,003ibo,win,threecheck
683,003ibo,Martijn_NL,threecheck,win
684,Martijn_NL,003ibo,win,resigned
685,004005514,barbas12,abandoned,win
686,fischermon,005483751,win,checkmated
687,005483751,glsbnewt,resigned,win
688,myman1993,005483751,win,abandoned
689,JJC48,005483751,win,abandoned
690,005483751,menathbeena,win,abandoned
691,005483751,tonykomair,win,abandoned
692,alphafast,005483751,win,checkmated
693,005483751,timer10,checkmated,win
694,kjamsh,005483751,win,timeout
695,005483751,frank_play,checkmated,win
696,005483751,Ignaciol,win,resigned
697,Ignaciol,005483751,win,checkmated
698,005483751,Ignaciol,checkmated,win
699,005483751,herbjohnv,win,resigned
700,TheBoltonBullet,005483751,win,checkmated
701,sorav84,005483751,checkmated,win
702,005483751,alinux,win,resigned
703,al_boy,005483751,win,resigned
704,005483751,KiwiCandle,win,resigned
705,KiwiCandle,005483751,win,checkmated
706,007Hawkeye,MagiCJean,checkmated,win
707,MagiCJean,007Hawkeye,win,timeout
708,007Hawkeye,MiGueLngelAriJaita,checkmated,win
709,007Hawkeye,mikhail1949,timeout,win
710,Ernest_Klkn,007Hawkeye,resigned,win
711,007Hawkeye,karemfawzy,abandoned,win
712,Jon4thon,007Hawkeye,win,timeout
713,Paulus75,007Hawkeye,abandoned,win
714,007Hawkeye,nicholaskrystynak,win,checkmated
715,007Hawkeye,Murad_046,timeout,win
716,ecoever,007Hawkeye,win,abandoned
717,007Hawkeye,Rrr1235,win,resigned
718,TPNKyubing,007Hawkeye,win,resigned
719,007Hawkeye,TPNKyubing,abandoned,win
720,Mark_Ilkley,007Hawkeye,win,resigned
721,blairbakhtiar,007Hawkeye,win,timeout
722,vach2011,007Hawkeye,win,resigned
723,007Hawkeye,vach2011,timeout,win
724,vach2011,007Hawkeye,win,timeout
725,007Hawkeye,sherif371,timeout,win
726,007Hawkeye,LeMeister,win,timeout
727,K_ICE97,007Hawkeye,win,resigned
728,007pandas,fdoyle14,stalemate,stalemate
729,treboldrunk,00923077777288,timeout,win
730,totalnutta,00923077777288,win,checkmated
731,00923077777288,mr_ascii,win,resigned
732,00923077777288,oId_Dogg,win,resigned
733,00923077777288,franko2001,timeout,win
734,00923077777288,Skinmaniac,win,resigned
735,0095685543,tskvivekmani,stalemate,stalemate
736,infinitevoid,00Arch_Bishop00,win,resigned
737,00Arch_Bishop00,Fritt123,insufficient,insufficient
738,00Arch_Bishop00,jUDasper,win,resigned
739,00Arch_Bishop00,bearfootcapecod,win,resigned
740,nimeni1nimeni,00Arch_Bishop00,resigned,win
741,BetLeal,00Arch_Bishop00,win,resigned
742,eivind_n,00Arch_Bishop00,timeout,win
743,00Arch_Bishop00,CarmenMacaroni,win,checkmated
744,Oimik,00Arch_Bishop00,win,checkmated
745,00Arch_Bishop00,javirodry,win,checkmated
746,peteg96,00Arch_Bishop00,win,resigned
747,00Arch_Bishop00,Barkzz,resigned,win
748,00Arch_Bishop00,Nesdeger,resigned,win
749,00Arch_Bishop00,Samrapsag,win,timeout
750,Sharon251,00Arch_Bishop00,resigned,win
751,00Arch_Bishop00,resist001,checkmated,win
752,DaddioMuchacho2,00Arch_Bishop00,win,resigned
753,Amar-India,00Arch_Bishop00,repetition,repetition
754,00Arch_Bishop00,ulyanow,win,resigned
755,Reynierfagil87,00Arch_Bishop00,win,resigned
756,00Arch_Bishop00,msaikarthik07,win,resigned
757,aldyismail00,00Arch_Bishop00,win,resigned
758,00Arch_Bishop00,LiquidCourage,win,resigned
759,00Arch_Bishop00,ChrisKg,resigned,win
760,colorblindkid,00Arch_Bishop00,resigned,win
761,00Arch_Bishop00,staviacois,resigned,win
762,00Arch_Bishop00,jeppe1969,timeout,win
763,wsuir,00Arch_Bishop00,timeout,win
764,ropicchi,00Arch_Bishop00,resigned,win
765,lingwest,00Arch_Bishop00,resigned,win
766,00Arch_Bishop00,myjaan,win,resigned
767,Schiesslnov,00Arch_Bishop00,win,resigned
768,mehoy_minoy,00Arch_Bishop00,win,resigned
769,00Arch_Bishop00,madhubm,win,checkmated
770,00Arch_Bishop00,munnaspandey,checkmated,win
771,Chumpanga,00Arch_Bishop00,repetition,repetition
772,00Arch_Bishop00,53ooo,win,checkmated
773,00Arch_Bishop00,Mananold,resigned,win
774,KrackCain,00Arch_Bishop00,win,timeout
775,Kazzpa,00Arch_Bishop00,win,resigned
776,jos3ph961,00Arch_Bishop00,win,resigned
777,00Arch_Bishop00,installarys,resigned,win
778,ManuValver,00Arch_Bishop00,win,resigned
779,walpro,00Arch_Bishop00,win,resigned
780,00Arch_Bishop00,RetGuvvie98,win,resigned
781,MrBigum,00Arch_Bishop00,win,resigned
782,00Arch_Bishop00,yocariche,win,resigned
783,00Arch_Bishop00,coreytaub,win,resigned
784,00Arch_Bishop00,diegosilvadasilva,checkmated,win
785,00Arch_Bishop00,Mialee,win,checkmated
786,marcosciauto,00Arch_Bishop00,checkmated,win
787,00Gatsby00,Gulboxor85,resigned,win
788,Zulugangmusic1876,00Gatsby00,win,resigned
789,marcola008,00Gatsby00,resigned,win
790,sharic777,00Gatsby00,timeout,win
791,00Gatsby00,Alidor23,win,resigned
792,Mostef,00Gatsby00,checkmated,win
793,00Gatsby00,Mostef,win,resigned
794,00Gatsby00,ASHOK_1001,checkmated,win
795,00Gatsby00,Sillumgar880,resigned,win
796,00Gatsby00,hishamsharabati,resigned,win
797,Daichi56,00Gatsby00,agreed,agreed
798,MahdiHayati,00Gatsby00,resigned,win
799,dami62,00max,resigned,win
800,00max,dami62,win,resigned
801,dami62,00max,resigned,win
802,twiggyk88,00rahul,win,abandoned
803,00rahul,lspenxl38,checkmated,win
804,dimasalakhov,00stormtrooper00,win,timeout
805,liam_tait,00stormtrooper00,checkmated,win
806,00stormtrooper00,liam_tait,win,timeout
807,00stormtrooper00,Mufudzi,resigned,win
808,dimasalakhov,00stormtrooper00,win,checkmated
809,00stormtrooper00,dimasalakhov,checkmated,win
810,Mufudzi,00stormtrooper00,win,resigned
811,00stownley,Yorkemaster01,win,timeout
812,TsunamiSzn,00Zero00,win,abandoned
813,01-Khan,ag6617,win,timeout
814,duvas,01-Khan,win,resigned
815,01-Khan,duvas,win,checkmated
816,duvas,01-Khan,resigned,win
817,Simplyvivek,01-Khan,resigned,win
818,01-Khan,Pranit_27,win,timeout
819,Pranit_27,01-Khan,checkmated,win
820,Naruby,01-Khan,win,checkmated
821,01-Khan,Naruby,timeout,win
822,Computer1-EASY,01000001,checkmated,win
823,01000001,Computer1-EASY,win,checkmated
824,youssefelhelali,01018076734,resigned,win
825,01018076734,waleeds999,checkmated,win
826,01018076734,Xtopher-813,checkmated,win
827,01018076734,johnnyhart,checkmated,win
828,01018076734,brownsoul,win,checkmated
829,01018076734,Tejo96,win,checkmated
830,GM_wagura,01018076734,resigned,win
831,Sdk2312,01018076734,win,checkmated
832,lolix67,01018076734,win,timeout
833,01018076734,acemark25,win,checkmated
834,01018076734,curro93,win,checkmated
835,evgeni_minchev,01018076734,win,checkmated
836,HeddaKaroline,01018076734,win,timeout
837,TimArch1964,01018076734,resigned,win
838,01018076734,kalyannandhu,checkmated,win
839,kalyannandhu,01018076734,checkmated,win
840,01018076734,Deepaksardana,win,checkmated
841,01018076734,josebaria779,win,resigned
842,01018076734,SpecularDruid,checkmated,win
843,01018076734,martin_sac,win,resigned
844,01018076734,sachmajstri,win,checkmated
845,KS_rajput,01018076734,win,checkmated
846,mateusz251093,01018076734,win,checkmated
847,shakalSDA,01018076734,resigned,win
848,01018076734,jacktrammell,timeout,win
849,TeeBlackHeart,01018076734,win,timeout
850,djambusaria,01018076734,win,checkmated
851,01026381907,radek4312,checkmated,win
852,01029683268,Hamid102,abandoned,win
853,01032009,Ihaveplans4yourqueen,timeout,win
854,01061393288,Mohammadreza61,resigned,win
855,topol8,01061393288,checkmated,win
856,01061393288,jbbravo49,checkmated,win
857,cocodrilo101,01061393288,resigned,win
858,01061393288,Mokkacuka,win,resigned
859,bibikfedor,01061393288,timeout,win
860,masterantonio18,01061393288,win,resigned
861,01061393288,CriraEtxa,resigned,win
862,JointhePub,01061393288,resigned,win
863,01061393288,TheNSerg,resigned,win
864,01061393288,stinkyPUKE,resigned,win
865,01061393288,Krish_Saini,win,resigned
866,silviu_76,01061393288,win,resigned
867,01061393288,Bgjini,win,checkmated
868,Andeol_cruz,01061393288,checkmated,win
869,01061393288,wazzu13,win,checkmated
870,01061393288,LugolsSolution,win,resigned
871,zgubby,01061393288,checkmated,win
872,01061393288,buba333,win,resigned
873,buba333,01061393288,resigned,win
874,01061393288,buba333,insufficient,insufficient
875,Ephemarium,01061393288,win,resigned
876,01061393288,Fanlet,win,checkmated
877,01061393288,alikrkyn,win,timeout
878,01061393288,Chizmaster20,abandoned,win
879,richablow,01061393288,win,abandoned
880,SESSALINES,01061393288,resigned,win
881,01061393288,mohamedfarouck33,checkmated,win
882,ping96,01061393288,checkmated,win
883,noname654321,01061393288,resigned,win
884,01061393288,End1_1,resigned,win
885,01061393288,grandmastertigerman,win,checkmated
886,Wilbertquispe,01061393288,timeout,win
887,larry0708,01061393288,resigned,win
888,01061393288,Julius858,win,resigned
889,01061393288,ItsvetOnChess,win,resigned
890,01061393288,eduardogarciajav,resigned,win
891,01061393288,lukedvoretskij,win,resigned
892,NapoleonViii,01061393288,win,resigned
893,germanperdomo,01061393288,win,resigned
894,markusjav,01061393288,win,resigned
895,01061393288,ricamel2,resigned,win
896,01061393288,Chevalyer,win,timeout
897,GambitMedley,01061393288,resigned,win
898,NovartisBlue,01061393288,resigned,win
899,01061393288,selimemre,checkmated,win
900,01061393288,dicbra,win,resigned
901,01061393288,AleSchultze,resigned,win
902,01061393288,Hoomnbot,resigned,win
903,MariscalRamon,01061393288,resigned,win
904,01061393288,Knightrider1010,resigned,win
905,Aspirant96,01061393288,resigned,win
906,Jonathan_001,01061393288,checkmated,win
907,01061393288,vineeth_vinu,win,timeout
908,tony13524,01061393288,checkmated,win
909,Pavel_Bondarev,01061393288,win,resigned
910,kadilaga,01061393288,timeout,win
911,01061393288,foreigner39,checkmated,win
912,01061393288,Abdullah1398,resigned,win
913,SillyEvent,01061393288,resigned,win
914,01061393288,nattmann,checkmated,win
915,01061393288,ular60,resigned,win
916,01061393288,GKCHESS,resigned,win
917,01061393288,ensoro,abandoned,win
918,jairgfR,01061393288,resigned,win
919,lui6am,01061393288,abandoned,win
920,pingpierre,01061393288,win,resigned
921,ojodeaguila1,01061393288,win,checkmated
922,01061393288,pingpierre,win,timeout
923,ljusha,01061393288,win,checkmated
924,01061393288,Krono13,abandoned,win
925,01061393288,cesarpo,resigned,win
926,serinofranz,01061393288,checkmated,win
927,01061393288,SANDR3254,win,resigned
928,01061393288,ravshanbekahmedov,resigned,win
929,01061393288,Lia_moni,abandoned,win
930,tuman66,01061393288,timeout,win
931,crazy987,01061393288,repetition,repetition
932,01061393288,quicknir,win,resigned
933,AJ-Train,01061393288,win,checkmated
934,ahmedali05532,01061393288,timevsinsufficient,timevsinsufficient
935,01061393288,Ukboys,resigned,win
936,c_abraham1,01061393288,resigned,win
937,01061393288,QOTSA1,timeout,win
938,sbrallajr48,01061393288,win,resigned
939,01061393288,eranio1,resigned,win
940,01061393288,Garriola77,insufficient,insufficient
941,alexismontilla_274,01061393288,resigned,win
942,Mythagos,01061393288,checkmated,win
943,01061393288,joserosa207,win,timeout
944,01061393288,gankuuraisundui,win,timeout
945,brainpuppy,01061393288,resigned,win
946,01061393288,Sebi6,resigned,win
947,Taxiboris,01061393288,resigned,win
948,bonjoel2,01061393288,win,resigned
949,01061393288,umeshthefighter1,checkmated,win
950,01061393288,saut7,abandoned,win
951,01061393288,1969Black,win,checkmated
952,01061393288,sumitdtu,win,checkmated
953,Kunalgupta88,01061393288,win,checkmated
954,erbiesol,01061393288,win,abandoned
955,01061393288,Botan2650,checkmated,win
956,pashapen,01061393288,win,abandoned
957,HPT6,01061393288,win,checkmated
958,kabhigum,01061393288,win,checkmated
959,01061393288,a-name-not-taken-2,checkmated,win
960,Schris35,01061393288,win,checkmated
961,01061393288,Tuerka5,checkmated,win
962,01061393288,kadilaga,checkmated,win
963,01061393288,tatox77,checkmated,win
964,01061393288,MikaTal7,checkmated,win
965,Besnikmucaj1961,01061393288,checkmated,win
966,abhimanyuchhabra,01061393288,checkmated,win
967,01061393288,bunnyrajput,win,checkmated
968,alfonsotellonolasco,01061393288,checkmated,win
969,papafrita0,01061393288,resigned,win
970,Kuchuchu,01061393288,resigned,win
971,01061393288,Feruz2020,win,abandoned
972,akash11118,01061393288,repetition,repetition
973,01061393288,Juanjoseseguramartin,checkmated,win
974,01061393288,mercede350,win,checkmated
975,01061393288,uwetawded,win,resigned
976,pjmotz,01061393288,win,checkmated
977,adeltolba1976,01061393288,resigned,win
978,01061393288,adeltolba1976,win,checkmated
979,adeltolba1976,01061393288,win,resigned
980,Zachary44,01061393288,resigned,win
981,tomihermawan,01061393288,checkmated,win
982,01061393288,oswaldopocaterra,resigned,win
983,01061393288,krishaa,repetition,repetition
984,Zeqa1111,01061393288,resigned,win
985,01061393288,talgat1982,resigned,win
986,01061393288,jwjlee,win,resigned
987,pawning123,01061393288,timeout,win
988,kingfish7,01061393288,win,checkmated
989,01061393288,agungsa,abandoned,win
990,DenisMedox,01061393288,checkmated,win
991,jaime1006,01061393288,resigned,win
992,01061393288,kola101,win,timeout
993,Cacl1976,01061393288,win,resigned
994,wiggly_biggly,01061393288,win,resigned
995,1Gardener,01061393288,win,timeout
996,01061393288,P1964,resigned,win
997,01061393288,MattAMC,win,resigned
998,01061393288,Flamboozler8,resigned,win
999,mar_bangilan,01061393288,win,timeout
1000,KapitaGura_1905,01061393288,resigned,win
1001,01061393288,KapitaGura_1905,resigned,win
1002,01061393288,MNDSGN,win,resigned
1003,JOSEBALETA,01061393288,win,abandoned
1004,01061393288,simofakhri,win,resigned
1005,01061393288,mojitopartykar,resigned,win
1006,superInternationalgm,01061393288,checkmated,win
1007,Aqila7878,01061393288,win,resigned
1008,joekool66,01061393288,win,resigned
1009,01061393288,1511zzz,win,resigned
1010,Jezuiz,01061393288,resigned,win
1011,Ziccc,01061393288,resigned,win
1012,01061393288,mattman6720,resigned,win
1013,01061393288,MangorePy,win,resigned
1014,01061393288,pagis,win,resigned
1015,01061393288,MAD_Vision,checkmated,win
1016,Nicovsg974,01061393288,win,abandoned
1017,Dzhordzh14,01061393288,abandoned,win
1018,01061393288,VictorBasaguren,win,checkmated
1019,maxima7314,01061393288,win,resigned
1020,01061393288,zicesahmed,win,timeout
1021,kingboecheck,01061393288,win,checkmated
1022,slavko970,01061393288,resigned,win
1023,01061393288,kramuri,win,resigned
1024,01061393288,smile13,win,checkmated
1025,01061393288,crazytoma,resigned,win
1026,Alexander130252,01061393288,win,resigned
1027,Csm88,01061393288,repetition,repetition
1028,Franco614,01061393288,checkmated,win
1029,01061393288,tsirtsimpis,resigned,win
1030,01061393288,Avdo1950,win,resigned
1031,Strangemoove,01061393288,repetition,repetition
1032,01061393288,prabakarandon,win,abandoned
1033,Angelfung1,01061393288,win,resigned
1034,01061393288,TamaraAsa,repetition,repetition
1035,01061393288,kkostas2,resigned,win
1036,01061393288,benny_763,win,resigned
1037,Sadooo1234,01061393288,win,abandoned
1038,jugarte,01061393288,resigned,win
1039,motika1966,01061393288,abandoned,win
1040,01061393288,DerChecker79,win,resigned
1041,01061393288,soki95,abandoned,win
1042,Attentionaufou,01061393288,resigned,win
1043,Yerikabr,01061393288,stalemate,stalemate
1044,01061393288,Pd9876,resigned,win
1045,01061393288,JLLAG,resigned,win
1046,Afca3,01061393288,timeout,win
1047,01061393288,GiorgiElbakidze,abandoned,win
1048,01061393288,Sapiens2050,resigned,win
1049,Alex98041320,01061393288,win,resigned
1050,dogofthesouth,01061393288,win,abandoned
1051,anis212,01061393288,checkmated,win
1052,01061393288,Gambityougambitme,abandoned,win
1053,knahara,01061393288,win,resigned
1054,Kajtek545,01061393288,timeout,win
1055,01061393288,cinslaboss,win,checkmated
1056,01061393288,Talia5,win,checkmated
1057,TusksNMusth,01061393288,checkmated,win
1058,01061393288,Aljo2512ST,win,resigned
1059,Aljo2512ST,01061393288,resigned,win
1060,01061393288,Aljo2512ST,resigned,win
1061,Aphaci,01061393288,checkmated,win
1062,01061393288,issa13,checkmated,win
1063,01061393288,ManGusttt,checkmated,win
1064,Khaledrami,01061393288,resigned,win
1065,Alfilblanco123,01061393288,win,resigned
1066,01061393288,gpr46,resigned,win
1067,Gleb_or,01061393288,resigned,win
1068,01061393288,Plug-fr,win,timeout
1069,yurimilanesi,01061393288,win,resigned
1070,010ChessMaster010,phen0l,win,resigned
1071,Dewa_Lintang,010ChessMaster010,win,resigned
1072,010ChessMaster010,Lumado,win,checkmated
1073,010ChessMaster010,Mpeached1,checkmated,win
1074,010ChessMaster010,jorgevillalobos1956,win,timeout
1075,kamarhatinewclrc,010ChessMaster010,resigned,win
1076,010ChessMaster010,QuietArmy,stalemate,stalemate
1077,omarhayyam2,01116758108,win,checkmated
1078,arcadia_1234,01116758108,checkmated,win
1079,enrikgc,01116758108,win,timeout
1080,01116758108,prashant03049,win,resigned
1081,prashant03049,01116758108,win,timeout
1082,01116758108,Paulo2407,win,resigned
1083,01116758108,SocksFunny,repetition,repetition
1084,americas_fancyboy,01116758108,resigned,win
1085,01116758108,lucaspaiva7,win,resigned
1086,lucaspaiva7,01116758108,abandoned,win
1087,01116758108,PhilWye,win,resigned
1088,lucasitoklk,01116758108,resigned,win
1089,paulrivera,01116758108,resigned,win
1090,kylegoblirsch,01116758108,win,timeout
1091,01116758108,CarlsensRightAxilla,win,checkmated
1092,01116758108,Amedee_123,insufficient,insufficient
1093,Ricardo4ntunes,01116758108,win,checkmated
1094,Solowin42,01116758108,win,abandoned
1095,01116758108,bau_juan,checkmated,win
1096,01123545,Rakic_Nemanja,timeout,win
1097,obyzopy,01123545,abandoned,win
1098,01123545,Aliknona1972,abandoned,win
1099,Terlun,01123545,win,abandoned
1100,01123545,SatansRod666,abandoned,win
1101,01154274290,jana14g,abandoned,win
1102,0122444932,gosudaramg,win,checkmated
1103,MarienAlbr8,0122444932,checkmated,win
1104,0122444932,felixgattoleo,win,checkmated
1105,felixgattoleo,0122444932,resigned,win
1106,0122444932,felixgattoleo,win,abandoned
1107,Tuttanium,01226361866,win,timeout
1108,01226361866,THE-MOOR,win,abandoned
1109,01226361866,supreme_goat,win,resigned
1110,01226361866,MO125,win,timeout
1111,BumpyBobcat,01226361866,timeout,win
1112,01226361866,INFOSPONGE11,timeout,win
1113,01226361866,vangogh76,timeout,win
1114,Mitradyuti,01226361866,abandoned,win
1115,01226361866,RastyapaSar,timevsinsufficient,timevsinsufficient
1116,korasuni,01226361866,checkmated,win
1117,01226361866,zandu12,checkmated,win
1118,dustinhudgins,01226361866,timeout,win
1119,Andrey_Borisovic,01226361866,timeout,win
1120,3o9a2019,01226361866,timeout,win
1121,01237728131,Aliafandi,checkmated,win
1122,GeorgeWjr85,01237728131,win,timeout
1123,01237728131,Maheshbabumaheshbabu,checkmated,win
1124,yhax,01237728131,win,abandoned
1125,IngEAGG,01237728131,win,abandoned
1126,01237728131,hafter,checkmated,win
1127,01237728131,yhax,abandoned,win
1128,013abhay,Rajputraj1725,win,resigned
1129,ssheeeeeeeshhhhh,013abhay,win,abandoned
1130,013abhay,shyam013,checkmated,win
1131,Ganesh8080,013abhay,win,abandoned
1132,013abhay,puneet013,abandoned,win
1133,simon_lewis06,013abhay,stalemate,stalemate
1134,Hugokisse,013abhay,checkmated,win
1135,013abhay,sajeerummar123,checkmated,win
1136,013abhay,TForder,abandoned,win
1137,w_ExplainableTou,013abhay,resigned,win
1138,yusufalhmdn,013abhay,stalemate,stalemate
1139,013abhay,mehmetolmez,win,resigned
1140,013abhay,jelle1604,timeout,win
1141,Sllawek,013abhay,win,abandoned
1142,013abhay,rockche5,win,checkmated
1143,013abhay,rehlsconfessor,win,timeout
1144,maddy1733,013abhay,resigned,win
1145,dongfufighter,013abhay,win,abandoned
1146,kaylafc001,013abhay,stalemate,stalemate
1147,013abhay,RmyCrissan,checkmated,win
