,white_username,black_username,white_result,black_result
33942,nkanitkar,589amf,win,timeout
33943,AroEsp,589amf,win,checkmated
33944,589amf,Airakaz27,win,checkmated
33945,Airakaz27,589amf,win,resigned
33946,589amf,Airakaz27,win,timeout
33947,Airakaz27,589amf,resigned,win
33948,589amf,Airakaz27,timeout,win
33949,Airakaz27,589amf,win,checkmated
33950,589amf,DoonChessAcademy,timeout,win
33951,589amf,bharathpillai,checkmated,win
33952,589amf,Bad926,win,timeout
33953,leotran102,589amf,win,resigned
33954,589amf,leotran102,win,checkmated
33955,davidgibradze,589amf,win,checkmated
33956,589amf,davidgibradze,timeout,win
33957,davidgibradze,589amf,win,timeout
33958,Emin1001,589amf,timeout,win
33959,lithos71,589amf,timeout,win
33960,589amf,lithos71,win,timeout
33961,lithos71,589amf,win,timeout
33962,589amf,lithos71,win,checkmated
33963,lithos71,589amf,win,checkmated
33964,589amf,lithos71,resigned,win
33965,589amf,drmuma,win,checkmated
33966,589amf,Meetgehi1920,timeout,win
33967,Meetgehi1920,589amf,checkmated,win
33968,589amf,Meetgehi1920,win,resigned
33969,Meetgehi1920,589amf,repetition,repetition
33970,589amf,Meetgehi1920,win,resigned
33971,Meetgehi1920,589amf,checkmated,win
33972,589amf,Meetgehi1920,win,timeout
33973,anya2653,589amf,resigned,win
33974,ongedekt,589amf,repetition,repetition
33975,gapid13,589amf,resigned,win
33976,589amf,gapid13,timeout,win
33977,gapid13,589amf,win,timeout
33978,589amf,henrimy,resigned,win
33979,henrimy,589amf,win,checkmated
33980,589amf,henrimy,timeout,win
33981,zatevaha,589amf,win,timeout
33982,589amf,Rillasa,win,checkmated
33983,589amf,JesuTitus4chess,win,timeout
33984,589amf,danicava1,timevsinsufficient,timevsinsufficient
33985,donvistar,589amf,win,resigned
33986,589amf,Airakaz27,timeout,win
33987,mateovarela,589amf,resigned,win
33988,raghav005,589amf,win,timeout
33989,589amf,Komilll,win,timeout
33990,Komilll,589amf,timeout,win
33991,sasha_dov28,589amf,win,timeout
33992,ArturKujawa,589amf,win,checkmated
33993,589amf,ArturKujawa,win,checkmated
33994,589amf,Zogtastic8i8,timeout,win
33995,Zogtastic8i8,589amf,win,timeout
33996,589amf,themistocles0,win,checkmated
33997,themistocles0,589amf,checkmated,win
33998,589amf,themistocles0,win,resigned
33999,themistocles0,589amf,checkmated,win
34000,589amf,themistocles0,win,resigned
34001,themistocles0,589amf,resigned,win
34002,589amf,themistocles0,win,timeout
34003,petar_matko,589amf,timeout,win
34004,maaadsantaaa,589amf,resigned,win
34005,589amf,AlfredTyrrell,checkmated,win
34006,Shub_paul,589amf,win,timeout
34007,589amf,Shub_paul,win,checkmated
34008,Shub_paul,589amf,win,timeout
34009,589amf,Shub_paul,win,checkmated
34010,vasu8278,589amf,win,timeout
34011,589amf,Troymichael47,resigned,win
34012,AleAld,589amf,win,timeout
34013,589amf,AleAld,win,timeout
34014,AleAld,589amf,resigned,win
34015,jarolefa,589amf,timeout,win
34016,589amf,R29A16,win,checkmated
34017,589amf,Atan0527,win,timeout
34018,589amf,chessgarida,resigned,win
34019,chessgarida,589amf,checkmated,win
34020,589amf,chessgarida,win,resigned
34021,chessgarida,589amf,checkmated,win
34022,589amf,chessgarida,checkmated,win
34023,589amf,jettko,win,timeout
34024,awais_butt200,589amf,win,timeout
34025,589amf,awais_butt200,win,resigned
34026,awais_butt200,589amf,resigned,win
34027,AnesSierra,589amf,win,timeout
34028,utkarsharora685,589amf,win,timeout
34029,589amf,utkarsharora685,win,resigned
34030,utkarsharora685,589amf,win,timeout
34031,589amf,utkarsharora685,checkmated,win
34032,utkarsharora685,589amf,repetition,repetition
34033,589amf,utkarsharora685,win,timeout
34034,miszcz1600ello,589amf,win,checkmated
34035,589amf,Omlatias,win,timeout
34036,589amf,andy5798,timeout,win
34037,jennni30,589amf,checkmated,win
34038,ndnaveen,589amf,win,timeout
34039,589amf,newvirus,win,timeout
34040,589amf,chesslastknight,checkmated,win
34041,chesslastknight,589amf,win,checkmated
34042,589amf,chesslastknight,timeout,win
34043,589amf,ya_k,timeout,win
34044,ya_k,589amf,win,checkmated
34045,589amf,jennni30,win,checkmated
34046,rickyhan24,589amf,win,checkmated
34047,589amf,rickyhan24,win,checkmated
34048,rickyhan24,589amf,win,checkmated
34049,bdatwani,589amf,win,resigned
34050,589amf,BenSolo1,timeout,win
34051,Guymatisis,589amf,timeout,win
34052,589amf,JoaoValJoao,win,checkmated
34053,589amf,prakharjain2501,win,timeout
34054,589amf,Saurabh6523,resigned,win
34055,chsplayer,589amf,timeout,win
34056,589amf,comradebritney,win,resigned
34057,billman12,589amf,timeout,win
34058,589amf,chsplayer,timeout,win
34059,chancemorsey,589amf,checkmated,win
34060,Kaibs,589amf,win,resigned
34061,589amf,Jeremy3159,timeout,win
34062,richardpinh,589amf,resigned,win
34063,Offca,589amf,win,timeout
34064,589amf,Offca,timeout,win
34065,Offca,589amf,checkmated,win
34066,589amf,Offca,win,resigned
34067,PaceH,589amf,win,resigned
34068,589amf,PaceH,win,checkmated
34069,PaceH,589amf,win,timeout
34070,589amf,PaceH,timeout,win
34071,danicava1,589amf,checkmated,win
34072,589amf,StMichael59,timeout,win
34073,Ronaldoht17,589amf,win,checkmated
34074,589amf,Ronaldoht17,repetition,repetition
34075,Ronaldoht17,589amf,win,resigned
34076,589amf,Ronaldoht17,timeout,win
34077,Nansypansy,589amf,timeout,win
34078,589amf,rafaelrm27,win,resigned
34079,Troymichael47,589amf,timeout,win
34080,Pgbhat197,589amf,win,timeout
34081,589amf,Pgbhat197,timeout,win
34082,Pgbhat197,589amf,timeout,win
34083,589amf,Pita4ok,win,resigned
34084,589amf,dugakava,timeout,win
34085,589amf,Thejasvenkat123,win,resigned
34086,589amf,Aj_lil_champ_0001,win,timeout
34087,kazej,589amf,win,checkmated
34088,589amf,gr1111,win,resigned
34089,sainikartik24,589amf,win,timeout
34090,caba1234,589amf,repetition,repetition
34091,589amf,caba1234,resigned,win
34092,caba1234,589amf,win,checkmated
34093,mombasaff2,589amf,resigned,win
34094,HALDIEUDUNET01,589amf,timeout,win
34095,589amf,Drishtikone,timeout,win
34096,589amf,sonic012,win,timeout
34097,589amf,Cheech99,timeout,win
34098,th33w0rst,589amf,checkmated,win
34099,589amf,vikyng,win,timeout
34100,Manas123,589amf,win,timeout
34101,589amf,Nishantlakra,timeout,win
34102,nicolaeusa,589amf,timeout,win
34103,589amf,atijerinag,win,checkmated
34104,Amalryr,589amf,resigned,win
34105,589amf,Amalryr,win,resigned
34106,589amf,Dijks,timeout,win
34107,chesserarchi,589amf,win,checkmated
34108,pagman2342453298,589amf,win,timeout
34109,mahradking98,589amf,win,checkmated
34110,589amf,nav17,win,resigned
34111,sarvan6,589amf,win,timeout
34112,589amf,prakashkota,win,resigned
34113,prakashkota,589amf,win,timeout
34114,589amf,prakashkota,win,resigned
34115,prakashkota,589amf,win,resigned
34116,589amf,prakashkota,timeout,win
34117,prakashkota,589amf,resigned,win
34118,589amf,prakashkota,win,resigned
34119,prakashkota,589amf,win,timeout
34120,Ramk5575,589amf,checkmated,win
34121,589amf,Ramk5575,win,checkmated
34122,Ramk5575,589amf,resigned,win
34123,589amf,Ramk5575,checkmated,win
34124,Ramk5575,589amf,timeout,win
34125,589amf,Ramk5575,win,timeout
34126,Ramk5575,589amf,checkmated,win
34127,589amf,Angelousx,resigned,win
34128,589amf,h1rik,win,timeout
34129,589amf,mark_veltzer,checkmated,win
34130,fizzypopteam,589amf,timeout,win
34131,589amf,fizzypopteam,checkmated,win
34132,EthanH23,589amf,win,timeout
34133,federringo,589amf,resigned,win
34134,589amf,MIRAGE_Alizee,win,timeout
34135,589amf,lucasjds,win,timeout
34136,KATANGGAL,589amf,win,timeout
34137,osielrey,589amf,resigned,win
34138,hdzs,589amf,win,timeout
34139,589amf,sergji1967,timeout,win
34140,589amf,Nansypansy,win,checkmated
34141,sunad1,589amf,win,checkmated
34142,589amf,tang77,win,timeout
34143,tang77,589amf,checkmated,win
34144,589amf,kedar_tatwawadi,timeout,win
34145,kapitancho,589amf,resigned,win
34146,589amf,MrDavideh,timeout,win
34147,MrDavideh,589amf,resigned,win
34148,589amf,MrDavideh,win,resigned
34149,MrDavideh,589amf,timeout,win
34150,589amf,MrDavideh,checkmated,win
34151,MrDavideh,589amf,win,checkmated
34152,Jhonatan8070,589amf,win,timeout
34153,589amf,B00Mshesaid,win,resigned
34154,David_P6,589amf,resigned,win
34155,589amf,David_P6,timeout,win
34156,EricV5194,589amf,resigned,win
34157,589amf,JAKKASJAY,win,timeout
34158,589amf,AbheekAOE,win,timeout
34159,589amf,MartinsJunior,win,timeout
34160,ali_saffari,589amf,win,checkmated
34161,589amf,omardarwish,resigned,win
34162,dmitrylogov,589amf,win,checkmated
34163,Phay66,589amf,timeout,win
34164,589amf,usgamerboy1996,timeout,win
34165,sweetchunks,589amf,win,checkmated
34166,589amf,Herminator98,timeout,win
34167,bahorski3,589amf,win,timeout
34168,589amf,bahorski3,timeout,win
34169,bahorski3,589amf,checkmated,win
34170,589amf,bahorski3,win,timeout
34171,589amf,iomodo,win,resigned
34172,Sockamania,589amf,timeout,win
34173,AslamAdam,589amf,timeout,win
34174,deejaylabay,589amf,resigned,win
34175,589amf,2bish0ps,resigned,win
34176,2bish0ps,589amf,stalemate,stalemate
34177,589amf,2bish0ps,win,resigned
34178,589amf,jsucsoa,timeout,win
34179,589amf,Phay66,timeout,win
34180,589amf,sunad1,timeout,win
34181,589amf,petko1237,win,timeout
34182,rodcastled,589amf,timeout,win
34183,vktpgt,589amf,timeout,win
34184,LarsenDefense,589amf,repetition,repetition
34185,589amf,vishy911,timeout,win
34186,589amf,felikslima,checkmated,win
34187,589amf,rickyhan24,timeout,win
34188,zliu374,589amf,win,timeout
34189,ValerijChess,589amf,timeout,win
34190,Anatoli07,589amf,win,resigned
34191,SeanPai21,5921000229,resigned,win
34192,5921000229,Justin-Thyme56,resigned,win
34193,5921000229,MajykToad,win,timeout
34194,MajykToad,5921000229,win,resigned
34195,5921000229,kiranjk901,resigned,win
34196,EduardoNa,5921000229,win,resigned
34197,5921000229,pejlorde,timeout,win
34198,giampiero8,5922002439,insufficient,insufficient
34199,59878,Pau_1976,win,resigned
34200,vlad3082,59878,win,checkmated
34201,msaha27,59878,resigned,win
34202,59878,k3110g2,win,resigned
34203,59878,oleeriksen,timeout,win
34204,59878,Sid1809,checkmated,win
34205,SlappyMcNee,59878,timeout,win
34206,Daniyar1703,59878,resigned,win
34207,59878,demantser,win,timeout
34208,Cmoney314,59878,checkmated,win
34209,59878,Komodo10,timeout,win
34210,artesianboy,59878,win,timeout
34211,59878,Baabaablacksheep101,win,resigned
34212,HUNDE_BOSS,59878,win,timeout
34213,Itzaman13,59878,timeout,win
34214,59878,vibinsubramani,timeout,win
34215,styagehana,59878,win,checkmated
34216,59878,styagehana,checkmated,win
34217,kan7sh,59878,win,checkmated
34218,59878,HadesPhoenixAres,timeout,win
34219,59878,Nik_Aragua,timeout,win
34220,bluetoday1,59878,win,timeout
34221,59878,BilalUlu,win,timeout
34222,whysoharsh4,59878,win,timeout
34223,59878,iurirocha,timeout,win
34224,Tracondes,59878,timeout,win
34225,0ASHWATTHAMA0,59878,resigned,win
34226,59878,sup3rjade,resigned,win
34227,59878,39635A7,resigned,win
34228,imnzjr,59878,win,checkmated
34229,King_Louis19,5asmita5,checkmated,win
34230,mlovcevic,5asmita5,resigned,win
34231,5asmita5,arthur_nemez,resigned,win
34232,mnasty,5asmita5,win,resigned
34233,5edf2yd,Veoo,abandoned,win
34234,5epter,jflynt6,win,checkmated
34235,jflynt6,5epter,checkmated,win
34236,DEMOILENS,5epter,win,timeout
34237,5h4rk,BullClinton,checkmated,win
34238,5h4rk,PeterWallrus,checkmated,win
34239,Goldy07101991,5h4rk,win,resigned
34240,Hirz,5HeadM0xxer,timeout,win
34241,Masschester,5HeadNani,win,resigned
34242,jonnylocke,5HELL5H0CK,win,timeout
34243,tndavo,5HELL5H0CK,win,timeout
34244,5ive0ine,MoonkeyyD,resigned,win
34245,5ive0ine,jarlagorn123,abandoned,win
34246,MiniWolverine8,5ive0ine,win,checkmated
34247,5ive0ine,Gabriel-matador,checkmated,win
34248,rogacaberi,5ive0ine,win,resigned
34249,Aliciajime,5ive0ine,win,timeout
34250,Static_Cupid,5ive0ine,resigned,win
34251,MythicLegend,5ive0ine,win,resigned
34252,5ive0ine,khorba9,abandoned,win
34253,ShikuShiku,5ive0ine,win,abandoned
34254,5iveLa9ine,420dopekush,resigned,win
34255,sanergy,5iveLa9ine,win,resigned
34256,5iveLa9ine,krkko,timeout,win
34257,gummidolphin,5iveLa9ine,win,resigned
34258,5iveLa9ine,oropropitron,win,resigned
34259,balagbogbo,5iveLa9ine,resigned,win
34260,5iveLa9ine,viguviguvigu,checkmated,win
34261,boule_de_schnee,5iveLa9ine,checkmated,win
34262,kerennyc,5iveLa9ine,win,checkmated
34263,5iveLa9ine,lillales,win,checkmated
34264,sergeidomanevski,5iveLa9ine,win,resigned
34265,5iveLa9ine,IMblizzardChess,win,resigned
34266,5iveLa9ine,AddisonGault,resigned,win
34267,WGH18,5iveLa9ine,win,checkmated
34268,Ferhattt2,5iveLa9ine,win,checkmated
34269,MrTAyo,5iveLa9ine,win,checkmated
34270,ntina27,5iveLa9ine,resigned,win
34271,5iveLa9ine,luisquevedo09,resigned,win
34272,5iveLa9ine,galkq321,resigned,win
34273,5iveLa9ine,Ramopro,win,resigned
34274,Marlonox,5iveLa9ine,checkmated,win
34275,5iveLa9ine,Victorxxl,resigned,win
34276,5iveLa9ine,clebercarva,timeout,win
34277,5iveLa9ine,royalbraz,win,resigned
34278,trophyalex,5iveLa9ine,checkmated,win
34279,5iveLa9ine,trophyalex,checkmated,win
34280,Biteek,5iveLa9ine,win,resigned
34281,lunaticexe,5iveLa9ine,resigned,win
34282,Nudger555,5iveLa9ine,checkmated,win
34283,5iveLa9ine,filjek,win,abandoned
34284,Zanna65,5iveLa9ine,win,resigned
34285,Keeper110,5iveLa9ine,win,checkmated
34286,5iveLa9ine,JARVIS210,win,resigned
34287,5iveLa9ine,DeeM-33,win,checkmated
34288,5iveLa9ine,albertiti,win,checkmated
34289,5iveLa9ine,GGthejudge,win,checkmated
34290,oshrinyc,5iveLa9ine,checkmated,win
34291,EvanAZOULAY,5iveLa9ine,checkmated,win
34292,aminshakeri,5iveLa9ine,win,resigned
34293,5iveLa9ine,Klamutelem,checkmated,win
34294,5iveLa9ine,proxiaan,win,resigned
34295,anchytka,5iveLa9ine,checkmated,win
34296,5L07H,Odesk,resigned,win
34297,DreamingPig,5L07H,agreed,agreed
34298,JumpingFlare,5L07H,win,abandoned
34299,5L07H,FourDef,checkmated,win
34300,5L07H,danijelcekrlic,checkmated,win
34301,kings_sacrfice,5L07H,win,checkmated
34302,EricSSSSSS,5L07H,win,checkmated
34303,5L07H,Walse8,abandoned,win
34304,Maryam-Karimli,5L07H,win,resigned
34305,5m1tty,TamiaWheeler,abandoned,win
34306,GladstoneWanderer,5Merlin5,timeout,win
34307,5Merlin5,lilvoldemort,checkmated,win
34308,5of6,SSS_1976,resigned,win
34309,5of6,n209cali,timeout,win
34310,5rak,jayshort1988,timeout,win
34311,rukminip,5rak,win,timeout
34312,5rak,Karma808,abandoned,win
34313,jakearrieta,5rak,win,checkmated
34314,5rak,ntprkh,timeout,win
34315,mdzanmdali,5Stone,resigned,win
34316,aad2010,5stringdemon,checkmated,win
34317,dkallday1,5stringdemon,win,resigned
34318,5stringdemon,Jasperthebig,win,resigned
34319,Blindjoe,5stringdemon,win,resigned
34320,5stringdemon,Sorak,resigned,win
34321,5stringdemon,Jason_P7,resigned,win
34322,5stringdemon,Blindjoe,resigned,win
34323,Jason_P7,5stringdemon,win,resigned
34324,Sorak,5stringdemon,win,resigned
34325,5t34yw6y4w,Darthhass46,resigned,win
34326,soheb10,5t34yw6y4w,win,resigned
34327,5t34yw6y4w,Addy21686,abandoned,win
34328,AdrianMedina1804,5tern,win,abandoned
34329,5tern,TopHatMcgee,win,timeout
34330,WojciechTymiak,5tern,timevsinsufficient,timevsinsufficient
34331,5tern,chesslover3500,win,timeout
34332,5tern,saychess32,win,resigned
34333,ChoopiChessMaster,5tern,win,checkmated
34334,5tern,rahullahiri007,timeout,win
34335,5tern,robertboeff,abandoned,win
34336,Sylbestersalon,5tern,win,abandoned
34337,5tern,ilyessv12,abandoned,win
34338,wawandagbel,5tern,timeout,win
34339,BuzzShopz,5tern,abandoned,win
34340,5tern,Rotous,win,resigned
34341,5tern,BeniBaidoc17,win,abandoned
34342,NoobPlayerPlzHelp,5tern,win,abandoned
34343,5tern,cgwynn24,abandoned,win
34344,5tern,IIImiTmcSquareDIII,win,abandoned
34345,5tern,okayTaiwan,win,timeout
34346,Eleazar111,5tern,checkmated,win
34347,mohamad5011,5tern,win,timeout
34348,5tern,chessbill1989,win,timeout
34349,5tern,karan1212017,checkmated,win
34350,chn_gndgd,5tern,win,abandoned
34351,HSal,5tern,timeout,win
34352,kingken17,5tern,win,timeout
34353,5the,tokenting,checkmated,win
34354,5thfwisdanielle,Bennymogodi,abandoned,win
34355,YaFab,5thSMM,win,resigned
34356,5thSMM,raphjo,timeout,win
34357,jhonatasgerman,5thSMM,win,resigned
34358,5thSMM,dekile,win,checkmated
34359,5thSMM,jabakumar,win,timeout
34360,5thSMM,YaFab,resigned,win
34361,nortonr,5thSMM,checkmated,win
34362,Carpy96,5thSMM,win,checkmated
34363,MarcOtW,5thSMM,win,resigned
34364,5thSMM,Leralera,timeout,win
34365,Thiegoferrei,5thSMM,win,checkmated
34366,bonifess,5thSMM,win,abandoned
34367,krishna242,5thSMM,win,timeout
34368,5thSMM,Happy_Pappy,win,timeout
34369,5thSMM,Vittorbh,win,resigned
34370,5thSMM,Steveen-Jr,checkmated,win
34371,Steveen-Jr,5thSMM,timeout,win
34372,5thSMM,neitor1,win,resigned
34373,YaFab,5thSMM,win,resigned
34374,5thSMM,15jasmir,resigned,win
34375,5thSMM,GambitDogus,checkmated,win
34376,lfcanales,5thSMM,win,checkmated
34377,5thSMM,byxyf,win,timeout
34378,kutasp89,5thSMM,checkmated,win
34379,CompactCartoon,5thSMM,win,timeout
34380,5thSMM,mtyoon,win,resigned
34381,Sebagreen,5thSMM,win,timeout
34382,JEFP123,5thSMM,win,resigned
34383,5thSMM,lfcanales,win,resigned
34384,mathurkaran,5thSMM,win,resigned
34385,DRED-LORD,5thSMM,resigned,win
34386,5thSMM,umeshbhosale183,win,checkmated
34387,JirArt,5thwheel,checkmated,win
34388,5thwheel,JirArt,win,timeout
34389,horsestory,5thwheel,checkmated,win
34390,juanvim,5thwheel,checkmated,win
34391,5thwheel,juanvim,win,resigned
34392,jiachengming,5thwheel,win,resigned
34393,5thwheel,chessIsLikeMusic,checkmated,win
34394,chessman1504,5thwheel,win,checkmated
34395,5thwheel,RomanKouz8,win,checkmated
34396,yellow-lion,5thwheel,win,checkmated
34397,5thwheel,arnab002,win,checkmated
34398,arnab002,5thwheel,win,timeout
34399,5thwheel,arnab002,win,abandoned
34400,arnab002,5thwheel,checkmated,win
34401,5thwheel,arnab002,resigned,win
34402,5thwheel,omc5,win,resigned
34403,jrheinst,5thwheel,win,checkmated
34404,5thwheel,Jaisuraj,checkmated,win
34405,pvsivan,5thwheel,resigned,win
34406,vermeirp,5thwheel,win,resigned
34407,GKM2403,5uk0,win,timeout
34408,Arias51913,5uk0,resigned,win
34409,Nazar740,5uk0,win,timeout
34410,5uk0,TheRealDokata,win,resigned
34411,5uk0,Bastya999,win,checkmated
34412,ProDeveloper2,5uk0,win,resigned
34413,Stijn9111,5uk0,checkmated,win
34414,chr1590,5uk0,win,checkmated
34415,5uk0,babtou44,win,checkmated
34416,5uk0,Davide-26-08,resigned,win
34417,5uk0,megfraz,win,checkmated
34418,5uk0,Ra3ia,timeout,win
34419,biancalisanannini,5uk0,resigned,win
34420,ibrahimpehlivan85,5uk0,win,resigned
34421,oscarereu,5uk0,win,checkmated
34422,5uk0,Oreste64,timeout,win
34423,jammyg200,5uk0,win,abandoned
34424,vlex15,5uk0,win,timeout
34425,D10_mosby,5uk0,win,resigned
34426,5uk0,LeoDoka,repetition,repetition
34427,5uk0,vaudevillains,timeout,win
34428,5uk0,Sergeyul601,checkmated,win
34429,swapniltaware,5uk0,checkmated,win
34430,5uk0,KingRandyN,win,resigned
34431,zeeltharm,5uk0,win,resigned
34432,IMC2727,5uk0,win,resigned
34433,5uk0,madchess11,win,resigned
34434,Kang_Askar,5uk0,win,timeout
34435,sylvia54,5uk0,resigned,win
34436,rkabdulazeez,5uk0,checkmated,win
34437,5uk0,rashen99,checkmated,win
34438,5uk0,TakeMyKnights,resigned,win
34439,5uk0,juanDxd12,checkmated,win
34440,whanafy79,5uk0,checkmated,win
34441,5uk0,dominiclaberge,win,checkmated
34442,5uk0,Quinnyboyy,win,resigned
34443,jimcase,5uk0,checkmated,win
34444,0scar_96,5uk0,win,timeout
34445,5uk0,EN3395,resigned,win
34446,philokkaram,5uk0,win,resigned
34447,estoopid15504,5uk0,win,checkmated
34448,5uk0,canhannut,win,resigned
34449,akinchange,5uk0,checkmated,win
34450,5uk0,LEO_GAMBIT,resigned,win
34451,5uk0,miguel0007,checkmated,win
34452,5uk0,joeonthego1,checkmated,win
34453,Peraspera1292,5uk0,win,abandoned
34454,NurefanKmr,5uk0,checkmated,win
34455,drdrdn,5uk0,win,timeout
34456,5uk0,femz007,win,checkmated
34457,RamyWafa2,5uk0,resigned,win
34458,5uk0,candelsfly,win,checkmated
34459,EmptyStress,5uk0,resigned,win
34460,5uk0,SnakeInEye,win,checkmated
34461,5uk0,kingkangkong6,resigned,win
34462,louisrouch,5uk0,win,checkmated
34463,5uk0,frixO1,win,resigned
34464,rafacassau,5uk0,resigned,win
34465,AfterJuly,5uk0,timeout,win
34466,omriash,5uk0,resigned,win
34467,5uk0,sujanlawaju,insufficient,insufficient
34468,5uk0,Venkatprasad77,win,checkmated
34469,5uk0,Amis2233,checkmated,win
34470,Game_Theorem,5uk0,resigned,win
34471,5uk0,sm-shuvo,win,resigned
34472,Nokha001,5uk0,win,checkmated
34473,BadmanMassive,5_sebi,win,resigned
34474,6-45-45,sasharus51,insufficient,insufficient
34475,sasharus51,6-45-45,win,abandoned
34476,6-45-45,savitapadgilwar,resigned,win
34477,6-45-45,Corksc,insufficient,insufficient
34478,6-45-45,Alex201749,checkmated,win
34479,6-45-45,sher_uz200,abandoned,win
34480,Luyindula,6-45-45,win,resigned
34481,petrdubovskiy,6-45-45,win,resigned
34482,masud7374,6-45-45,insufficient,insufficient
34483,6-45-45,twumzum,win,resigned
34484,twumzum,6-45-45,resigned,win
34485,6-45-45,Arun8228,win,timeout
34486,Aarav_Iyer,6-45-45,win,resigned
34487,BPAN-ABAKAN,6-45-45,win,abandoned
34488,6-45-45,SocialHatch,win,abandoned
34489,6-45-45,yasonelite1,resigned,win
34490,6-45-45,arthamios,stalemate,stalemate
34491,rasmin1,6-45-45,resigned,win
34492,izmiribanushaj,6-45-45,win,checkmated
34493,6010,MrBadBishop,resigned,win
34494,60397929,slavery12479,abandoned,win
34495,megamike19,60397929,win,timeout
34496,60397929,kamiguinkid,checkmated,win
34497,Kitarukukutani,60397929,win,timeout
34498,Artyom2013,60397929,win,abandoned
34499,60397929,ThanosSon,resigned,win
34500,60397929,mirat16,abandoned,win
34501,JanineXchess,6074chess,win,checkmated
34502,RabidNacho,6074chess,win,resigned
34503,6074chess,undapatie,win,checkmated
34504,Tfrosty33,6074chess,resigned,win
34505,6074chess,jddaviszzz,checkmated,win
34506,6074chess,Jep1970,resigned,win
34507,Carlosossa,6074chess,win,timeout
34508,Sickoi,6074chess,checkmated,win
34509,6074chess,salsasaul,win,timeout
34510,6074chess,DaisySpoon,win,timeout
34511,Retchel,6074chess,win,resigned
34512,RajanSingasane,6074chess,checkmated,win
34513,sillydoor,6074chess,checkmated,win
34514,6074chess,abforbes93,win,checkmated
34515,Denir131059,6074chess,insufficient,insufficient
34516,6074chess,MenkForce,win,timeout
34517,6074chess,Rakeshisac,win,timeout
34518,6074chess,massimorai,checkmated,win
34519,massimorai,6074chess,resigned,win
34520,6074chess,massimorai,win,resigned
34521,6074chess,devnoy,win,resigned
34522,6074chess,UBlunderedKEKW,checkmated,win
34523,FalconeRafael,6074chess,checkmated,win
34524,JesusAbril,6074chess,timeout,win
34525,tomkirven,6074chess,checkmated,win
34526,6074chess,lattalis,win,resigned
34527,tylerryan1988,6074chess,checkmated,win
34528,potrobragado,6074chess,timeout,win
34529,6074chess,platypusonthemic,checkmated,win
34530,Vinz96,6074chess,timeout,win
34531,Ffynnonchapman,6074chess,resigned,win
34532,6074chess,aidendiesttv,win,checkmated
34533,6074chess,carrie93009,win,timeout
34534,6074chess,two_guy,win,timeout
34535,Uncle_Gordon420,6074chess,timeout,win
34536,MustAvvA,6074chess,resigned,win
34537,6074chess,Cedric_Uberman,win,resigned
34538,6074chess,mokororo,win,resigned
34539,chessnoobrod,6074chess,win,resigned
34540,VicenteAlvarado,6074chess,checkmated,win
34541,6074chess,Dig4,win,checkmated
34542,smial,6074chess,win,checkmated
34543,6074chess,kdog103,win,checkmated
34544,6074chess,Spadger88,win,timeout
34545,6074chess,Kakakhsjsjwb,timevsinsufficient,timevsinsufficient
34546,gorengansambal,6074chess,resigned,win
34547,6074chess,gorengansambal,win,resigned
34548,unmaxdebois,6074chess,win,checkmated
34549,6074chess,MaNcMaN72,win,timeout
34550,Roi1982,6074chess,resigned,win
34551,putramaihami,6074chess,resigned,win
34552,Bulius0,6074chess,resigned,win
34553,6074chess,adelfox,resigned,win
34554,6074chess,izul-izul,checkmated,win
34555,shadowhunter900,6074chess,checkmated,win
34556,jha_aditya,6074chess,win,checkmated
34557,6074chess,satwik_1999,win,timeout
34558,GM_RodaKompas,6074chess,timeout,win
34559,6074chess,Lalidjiwo,resigned,win
34560,6074chess,Vicentprice,win,resigned
34561,dougiemac23,6074chess,win,checkmated
34562,6074chess,MyDogEatsCheese,win,timeout
34563,AquaX_D,6074chess,win,checkmated
34564,6074chess,lordfidi,abandoned,win
34565,mat_rulez25,6074chess,win,abandoned
34566,gopimars,6074chess,checkmated,win
34567,6074chess,YouWn,win,resigned
34568,madpapua,6074chess,win,checkmated
34569,6074chess,gt16632,win,resigned
34570,AndyKearsey,6074chess,resigned,win
34571,6074chess,Ulsterlad,win,resigned
34572,Billy-Meredith,6074chess,resigned,win
34573,6074chess,Gitauken,checkmated,win
34574,6074chess,Mithsi,win,resigned
34575,60svest,maddtrippie,win,timeout
34576,maddtrippie,60svest,win,checkmated
34577,60svest,maddtrippie,checkmated,win
34578,maddtrippie,60svest,win,checkmated
34579,60svest,maddtrippie,checkmated,win
34580,maddtrippie,60svest,timeout,win
34581,60svest,maddtrippie,win,timeout
34582,613vintage,juandiaz25,win,checkmated
34583,nkiran25,613vintage,timevsinsufficient,timevsinsufficient
34584,613vintage,donfulanito,win,resigned
34585,613vintage,specturow1,win,checkmated
34586,yanivei,613vintage,win,resigned
34587,613vintage,Gevsohan,resigned,win
34588,613vintage,hubw123,resigned,win
34589,613vintage,Madhav1301,checkmated,win
34590,Juanitoglezcastilla,613vintage,win,resigned
34591,hkmcndn,613vintage,win,resigned
34592,amigozee,613vintage,resigned,win
34593,613vintage,quiffparty,win,resigned
34594,onestickbob7,613vintage,resigned,win
34595,613vintage,sagivbr,win,checkmated
34596,613vintage,Gonzalo240,win,resigned
34597,thayangomes,613vintage,win,resigned
34598,ashishsingh11,613vintage,win,checkmated
34599,613vintage,tomi096,win,checkmated
34600,613vintage,dexxta,agreed,agreed
34601,613vintage,Leonardo_Fox,resigned,win
